Word,Pronunciation,Syllables,Frequency
NONUNION,"['N AA', 'N Y UW', 'N Y AH N']","['NO', 'NU', 'NION']",120037
NONVIOLENCE,"['N AA N', 'V AY', 'AH', 'L AH N S']","['NON', 'VIO', 'L', 'LNCE']",365781
NONVIOLENT,"['N AA N', 'V AY', 'AH', 'L AH N T']","['NON', 'VIO', 'LENT']",577599
NONWHITES,"['N AA', 'N W AY T S']","['NON', 'WHI', 'TES']",23380
NONWOVEN,"['N AA', 'N W OW', 'V IH N']","['NON', 'WO', 'VEN']",157624
NONWOVENS,"['N AA', 'N W OW', 'V AH N Z']","['NON', 'WO', 'VENS']",140707
NOODLE,"['N UW', 'D AH L']","['NOOD', 'LE']",1224073
NOODLES,"['N UW', 'D AH L Z']","['NOOD', 'LES']",1635016
NOOK,['N UH K'],['NOOK'],841950
NOOKS,['N UH K S'],['NOOKS'],213440
NOON,['N UW N'],['NOON'],9917780
NOONAN,"['N UW', 'N AH N']","['NOO', 'NAN']",594238
NOONE,['N UW N'],"['NOO', 'NE']",654686
NOOSE,['N UW S'],"['NOO', 'SE']",378201
NOPE,['N OW P'],['NOPE'],2303364
NOR,['N AO R'],['NOR'],39753116
NORBA,"['N AO R', 'B AH']","['NOR', 'BA']",49644
NORBERTO,"['N AO R', 'B ER', 'T OW']","['NOR', 'BER', 'TO']",78251
NORBURY,"['N AO R', 'B EH R', 'IY']","['NOR', 'BUR', 'Y']",148235
NORCIA,"['N AO R', 'CH AH']","['NOR', 'CIA']",53150
NORD,['N AO R D'],['NORD'],2515571
NORDBERG,"['N AO R', 'D B ER G']","['NOR', 'DBERG']",52487
NORDBY,"['N AO R', 'D B IY']","['NOR', 'DBY']",33554
NORDGREN,"['N AO R', 'D G R EH N']",['NORDGREN'],45104
NORDLING,"['N AO R', 'D AH', 'L IH NG']","['NOR', 'DLING']",21787
NORDLUND,"['N AO R', 'D L AH N D']","['NOR', 'DLUND']",45991
NORDMAN,"['N AO R', 'D M AH N']","['NOR', 'DMAN']",36843
NORDMANN,"['N AO R', 'D M AH N']","['NOR', 'DMANN']",29421
NORDQUIST,"['N AO R', 'D K W IH S T']","['NOR', 'DQUIST']",45131
NORDSON,"['N AO R', 'D S AH N']","['NOR', 'DSON']",42368
NORDSTROM,"['N AO R D S', 'T R AH M']",['NORDSTROM'],1535891
NORDSTROMS,"['N AO R D S', 'T R AH M Z']",['NORDSTROMS'],24351
NORELCO,"['N ER', 'EH L', 'K OW']","['NOR', 'EL', 'CO']",422880
NORELL,"['N AO R', 'AH L']","['NOR', 'ELL']",144000
NORGAARD,"['N AO R', 'G AA R D']","['NOR', 'GAARD']",31916
NORGE,['N AO R JH'],"['NO', 'RGE']",1038331
NORIEGA,"['N AO R', 'IY', 'EY', 'G AH']","['NOR', 'IE', 'GA']",211582
NORIKO,"['N AO R', 'IY', 'K OW']","['NOR', 'I', 'KO']",166015
NORILSK,"['N AO R', 'IH L S K']","['NOR', 'ILSK']",67325
NORK,['N AO R K'],['NORK'],20199
NORM,['N AO R M'],['NORM'],5299839
NORMALIZATION,"['N AO R', 'M AH', 'L IH', 'Z EY', 'SH AH N']","['NOR', 'MA', 'LI', 'ZA', 'TION']",1213382
NORMALIZE,"['N AO R', 'M AH', 'L AY Z']","['NOR', 'MA', 'LIZE']",614288
NORMALIZES,"['N AO R', 'M AH', 'L AY', 'Z IH Z']","['NOR', 'MA', 'LI', 'ZES']",73789
NORMALLY,"['N AO R', 'M AH', 'L IY']","['NOR', 'MA', 'LLY']",19883839
NORMAND,"['N AO R', 'M AH N D']","['NOR', 'MAND']",180136
NORMANDY,"['N AO R', 'M AH N', 'D IY']","['NOR', 'MAN', 'DY']",1555892
NORMATIVE,"['N AO R', 'M AH', 'T IH V']","['NOR', 'MA', 'TIVE']",1592501
NORMENT,"['N AO R', 'M AH N T']","['NOR', 'MENT']",35665
NORMIE,"['N AO R', 'M IY']","['NOR', 'MIE']",13228
NORMS,['N AO R M Z'],['NORMS'],3135997
NORRELL,"['N AO R', 'AH L']","['NOR', 'RELL']",96037
NORRIE,"['N AO R', 'IY']","['NOR', 'RIE']",137032
NORRINGTON,"['N AO R', 'IH NG', 'T AH N']","['NOR', 'RING', 'TON']",54468
NORRIS,"['N AO R', 'IH S']","['NOR', 'RIS']",2983782
NORSE,['N AO R S'],"['NO', 'RSE']",713187
NORSEMEN,"['N AO R', 'S M IH N']","['NOR', 'SE', 'MEN']",91991
NORSK,['N AO R S K'],['NORSK'],1498173
NORSKE,"['N AO R S', 'K IY']","['NORS', 'KE']",252289
NORSTAR,"['N AO R S', 'T AA R']","['NORS', 'TAR']",266258
NORSTROM,"['N AO R S', 'T R AH M']",['NORSTROM'],20474
NORSWORTHY,"['N AO R', 'S W ER', 'DH IY']","['NORS', 'WOR', 'THY']",22343
NORTH,['N AO R TH'],['NORTH'],217809513
NORTHAMPTON,"['N AO R', 'TH AE M', 'P T AH N']","['NOR', 'THAMPTON']",2812978
NORTHBOUND,"['N AO R TH', 'B AW N D']",['NORTHBOUND'],553891
NORTHBROOK,"['N AO R TH', 'B R UH K']",['NORTHBROOK'],502318
NORTHCLIFF,"['N AO R TH', 'K L IH F']",['NORTHCLIFF'],19772
NORTHCOTT,"['N AO R TH', 'K AH T']",['NORTHCOTT'],90418
NORTHCUTT,"['N AO R TH', 'K AH T']",['NORTHCUTT'],103670
NORTHEAST,"['N AO R', 'TH IY S T']","['NOR', 'THEAST']",10929164
NORTHEASTERLY,"['N AO R', 'TH IY S', 'T ER', 'L IY']","['NOR', 'THEAS', 'TER', 'LY']",129475
NORTHEASTERN,"['N AO R', 'TH IY S', 'T ER N']","['NOR', 'THEAS', 'TERN']",3068125
NORTHEASTWARD,"['N AO R', 'TH IY S', 'T W ER D']","['NOR', 'THEASTWARD']",52011
NORTHER,"['N AO R', 'DH ER']","['NOR', 'THER']",96131
NORTHERLY,"['N AO R', 'DH ER', 'L IY']","['NOR', 'THER', 'LY']",479948
NORTHERN,"['N AO R', 'DH ER N']","['NOR', 'THERN']",53876176
NORTHERNER,"['N AO R', 'DH ER', 'N ER']","['NOR', 'THER', 'NER']",608466
NORTHERNERS,"['N AO R', 'DH ER', 'N ER Z']","['NOR', 'THER', 'NERS']",124967
NORTHERNMOST,"['N AO R', 'DH ER', 'N M OW S T']","['NOR', 'THER', 'NMOST']",197354
NORTHFIELD,"['N AO R', 'TH F IY L D']",['NORTHFIELD'],938017
NORTHGATE,"['N AO R TH', 'G EY T']",['NORTHGATE'],437970
NORTHLAND,"['N AO R', 'TH L AE N D']","['NOR', 'THLAND']",1249512
NORTHOLT,"['N AO R', 'TH AO L T']","['NOR', 'THOLT']",96340
NORTHRIDGE,"['N AO R', 'TH R IH JH']","['NOR', 'THRID', 'GE']",929819
NORTHROP,"['N AO R', 'TH R AH P']","['NOR', 'THROP']",718196
NORTHRUP,"['N AO R', 'TH R AH P']","['NOR', 'THRUP']",202393
NORTHSTAR,"['N AO R TH S', 'T AA R']",['NORTHSTAR'],1304745
NORTHUP,"['N AO R', 'TH AH P']","['NOR', 'THUP']",95733
NORTHVALE,"['N AO R', 'TH V EY L']",['NORTHVALE'],52841
NORTHVIEW,"['N AO R', 'TH V Y UW']",['NORTHVIEW'],100914
NORTHWARD,"['N AO R', 'TH W ER D']","['NOR', 'THWARD']",582145
NORTHWAY,"['N AO R', 'TH W EY']","['NOR', 'THWAY']",116029
NORTHWEST,"['N AO R', 'TH W EH S T']","['NOR', 'THWEST']",20337289
NORTHWESTERLY,"['N AO R', 'TH W EH S', 'T ER', 'L IY']","['NOR', 'THWES', 'TER', 'LY']",127044
NORTHWESTERN,"['N AO R', 'TH W EH S', 'T ER N']","['NOR', 'THWES', 'TERN']",4875705
NORTHWOOD,"['N AO R', 'TH W UH D']","['NOR', 'THWOOD']",1002080
NORVEL,"['N AO R', 'V AH L']","['NOR', 'VEL']",15175
NORVELL,"['N AO R', 'V AH L']","['NOR', 'VELL']",72971
NORVILLE,"['N AO R', 'V IH L']","['NOR', 'VI', 'LLE']",69658
NORWEGIANS,"['N AO R', 'W IY', 'JH AH N Z']","['NOR', 'WE', 'GIANS']",171805
NOSE,['N OW Z'],['NOSE'],10507356
NOSED,['N OW Z D'],"['NO', 'SED']",611383
NOSEK,"['N OW', 'S EH K']","['NO', 'SEK']",21422
NOSES,"['N OW', 'Z IH Z']","['NO', 'SES']",775113
NOSS,['N AO S'],['NOSS'],90792
NOSTALGIA,"['N AO S', 'T AE L', 'JH AH']","['NOS', 'TAL', 'GIA']",2115900
NOSTALGIC,"['N AO S', 'T AE L', 'JH IH K']","['NOS', 'TAL', 'GIC']",1122249
NOSTRA,"['N AO S', 'T R AH']","['NOS', 'TRA']",277735
NOSTRADAMUS,"['N AO S', 'T R AH', 'D AE', 'M AH S']","['NOS', 'TRA', 'DA', 'MUS']",350981
NOSTRAND,"['N AA S', 'T R AH N D']","['NOS', 'TRAND']",186074
NOSTRIL,"['N AA S', 'T R IH L']","['NOS', 'TRIL']",201758
NOSTRILS,"['N AA S', 'T R AH L Z']","['NOS', 'TRILS']",405214
NOSTRUMS,"['N AA S', 'T R AH M Z']","['NOS', 'TRUMS']",17633
NOT,['N AA T'],['NOT'],2633487141
NOTABLE,"['N OW', 'T AH', 'B AH L']","['NO', 'TA', 'BLE']",5044802
NOTABLES,"['N OW', 'T AH', 'B AH L Z']","['NO', 'TA', 'BLES']",391232
NOTARY,"['N OW', 'T ER', 'IY']","['NO', 'TAR', 'Y']",1570481
NOTATION,"['N OW', 'T EY', 'SH AH N']","['NO', 'TA', 'TION']",4594568
NOTATIONS,"['N OW', 'T EY', 'SH AH N Z']","['NO', 'TA', 'TIONS']",747550
NOTCH,['N AA CH'],['NOTCH'],3302495
NOTCHED,['N AA CH T'],"['NOT', 'CHED']",492786
NOTE,['N OW T'],['NOTE'],166657334
NOTEBAERT,"['N OW', 'T AH', 'B EH R T']","['NO', 'TE', 'BAERT']",16615
NOTEHOLDER,"['N OW', 'T HH OW L', 'D ER']","['NO', 'TE', 'HOL', 'DER']",18677
NOTEHOLDERS,"['N OW', 'T HH OW L', 'D ER Z']","['NO', 'TE', 'HOL', 'DERS']",70922
NOTES,['N OW T S'],"['NO', 'TES']",79958318
NOTETAKERS,"['N OW', 'T T EY', 'K ER Z']","['NO', 'TE', 'TA', 'KERS']",45802
NOTH,['N AA TH'],['NOTH'],141234
NOTHER,"['N AH', 'DH ER']","['NO', 'THER']",150697
NOTICEABLE,"['N OW', 'T AH', 'S AH', 'B AH L']","['NO', 'TI', 'CEA', 'BLE']",1919027
NOTICEABLY,"['N OW', 'T IH', 'S AH', 'B L IY']","['NO', 'TI', 'CEA', 'BLY']",659429
NOTICED,"['N OW', 'T IH S T']","['NO', 'TI', 'CED']",12773325
NOTICES,"['N OW', 'T IH', 'S IH Z']","['NO', 'TI', 'CES']",18780271
NOTICING,"['N OW', 'T IH', 'S IH NG']","['NO', 'TI', 'CING']",1095262
NOTIFICATION,"['N OW', 'T AH', 'F AH', 'K EY', 'SH AH N']","['NO', 'TI', 'FI', 'CA', 'TION']",19120218
NOTIFICATIONS,"['N OW', 'T AH', 'F AH', 'K EY', 'SH AH N Z']","['NO', 'TI', 'FI', 'CA', 'TIONS']",7712209
NOTIFIED,"['N OW', 'T AH', 'F AY D']","['NO', 'TI', 'FIED']",8617516
NOTIFIES,"['N OW', 'T AH', 'F AY Z']","['NO', 'TI', 'FIES']",842395
NOTIFY,"['N OW', 'T AH', 'F AY']","['NO', 'TI', 'FY']",23388787
NOTIFYING,"['N OW', 'T AH', 'F AY', 'IH NG']","['NO', 'TI', 'FYING']",1116655
NOTION,"['N OW', 'SH AH N']","['NO', 'TION']",7378935
NOTIONAL,"['N OW', 'SH AH', 'N AH L']","['NO', 'TIO', 'NAL']",506632
NOTIONS,"['N OW', 'SH AH N Z']","['NO', 'TIONS']",2451904
NOTORIETY,"['N OW', 'T ER', 'AY', 'AH', 'T IY']","['NO', 'TOR', 'IE', 'TY']",339996
NOTORIOUS,"['N OW', 'T AO R', 'IY', 'AH S']","['NO', 'TOR', 'I', 'OUS']",3291283
NOTORIOUSLY,"['N OW', 'T AO R', 'IY', 'AH', 'S L IY']","['NO', 'TOR', 'I', 'OU', 'SLY']",592582
NOTS,['N AA T S'],['NOTS'],320581
NOTT,['N AA T'],['NOTT'],181594
NOTTAGE,"['N AA', 'T IH JH']","['NO', 'TTAGE']",25101
NOTTE,['N AA T'],"['NO', 'TTE']",223970
NOTTER,"['N AA', 'T ER']","['NO', 'TTER']",15562
NOTTINGHAM,"['N AA', 'T IH NG', 'HH AE M']","['NO', 'TTING', 'HAM']",6542853
NOTWITHSTANDING,"['N AA', 'T W IH TH S', 'T AE N', 'D IH NG']","['NOT', 'WITHSTAN', 'DING']",4214701
NOUN,['N AW N'],['NOUN'],3837137
NOUNS,['N AW N Z'],['NOUNS'],932444
NOURISH,"['N ER', 'IH SH']","['NOUR', 'ISH']",518307
NOURISHED,"['N ER', 'IH SH T']","['NOUR', 'I', 'SHED']",338472
NOURISHES,"['N ER', 'IH', 'SH AH Z']","['NOUR', 'I', 'SHES']",188954
NOURISHING,"['N ER', 'IH', 'SH IH NG']","['NOUR', 'I', 'SHING']",472630
NOURISHMENT,"['N ER', 'IH', 'SH M AH N T']","['NOUR', 'I', 'SHMENT']",519014
NOURSE,['N AO R S'],"['NOU', 'RSE']",53341
NOUS,['N UW S'],['NOUS'],2259869
NOUVEAU,"['N UW', 'V OW']","['NOU', 'VEAU']",1902062
NOUVEL,"['N UW', 'V AH L']","['NOU', 'VEL']",235622
NOUVELLE,"['N UW', 'V EH L']","['NOUVE', 'LLE']",816766
NOV,['N OW V'],['NOV'],126461152
NOVA,"['N OW', 'V AH']","['NO', 'VA']",14231374
NOVACEK,"['N AA', 'V AH', 'CH EH K']","['NO', 'VA', 'CEK']",28509
NOVACK,"['N AA', 'V AH K']","['NO', 'VACK']",56827
NOVAK,"['N OW', 'V AE K']","['NO', 'VAK']",1406646
NOVAS,"['N OW', 'V AH Z']","['NO', 'VAS']",128279
NOVATO,"['N OW', 'V AA', 'T OW']","['NO', 'VA', 'TO']",484057
NOVEL,"['N AA', 'V AH L']","['NO', 'VEL']",21821189
NOVELL,"['N OW', 'V EH L']","['NO', 'VELL']",4539111
NOVELLA,"['N OW', 'V EH', 'L AH']","['NOVE', 'LLA']",483623
NOVELLI,"['N OW', 'V EH', 'L IY']","['NOVE', 'LLI']",79635
NOVELLO,"['N OW', 'V EH', 'L OW']","['NOVE', 'LLO']",202944
NOVELLUS,"['N OW', 'V EH', 'L AH S']","['NOVE', 'LLUS']",37126
NOVELS,"['N AA', 'V AH L Z']","['NO', 'VELS']",7525142
NOVELTIES,"['N AA', 'V AH L', 'T IY Z']","['NO', 'VEL', 'TIES']",2182172
NOVELTY,"['N AA', 'V AH L', 'T IY']","['NO', 'VEL', 'TY']",5252481
NOVEMBER,"['N OW', 'V EH M', 'B ER']","['NO', 'VEM', 'BER']",163308383
NOVICES,"['N AA', 'V AH', 'S IH Z']","['NO', 'VI', 'CES']",600229
NOVINGER,"['N OW', 'V IH', 'NG ER']","['NO', 'VI', 'NGER']",20556
NOVOA,"['N OW', 'V OW', 'AH']","['NO', 'VOA']",34924
NOVOSIBIRSK,"['N OW', 'V AH', 'S IY', 'B IH R S K']","['NO', 'VO', 'SI', 'BIRSK']",407468
NOVOTNY,"['N AH', 'V OW', 'T N IY']","['NO', 'VOT', 'NY']",179410
NOVUM,"['N OW', 'V AH M']","['NO', 'VUM']",154066
NOW,['N AW'],['NOW'],611387736
NOWACKI,"['N AW', 'AA T S', 'K IY']","['NO', 'WA', 'CKI']",20459
NOWAK,"['N OW', 'V AE K']","['NO', 'WAK']",370790
NOWAKOWSKI,"['N AW', 'AH', 'K AO F S', 'K IY']","['NO', 'W', 'WKOWSKI']",45499
NOWICKI,"['N AW', 'IH T S', 'K IY']","['NO', 'WI', 'CKI']",77539
NOWOTNY,"['N AW', 'OW', 'T N IY']","['NO', 'W', 'WTNY']",28785
NOXIOUS,"['N AA', 'K SH AH S']","['NO', 'XI', 'OUS']",727668
NOXON,"['N AA', 'K S AH N']","['NO', 'XON']",56077
NOYCE,['N OY S'],['NOYCE'],100672
NOYD,['N OY D'],['NOYD'],25456
NOYES,['N OY Z'],"['NOY', 'ES']",397014
NOZZLE,"['N AA', 'Z AH L']","['NOZZ', 'LE']",1636320
NOZZLES,"['N AA', 'Z AH L Z']","['NOZZ', 'LES']",770575
NTH,['EH N TH'],['NTH'],886135
NU,['N UW'],['NU'],7641650
NUALA,"['N UW', 'AA', 'L AH']","['NUA', 'LA']",117135
NUANCE,"['N UW', 'AA N S']","['NUA', 'NCE']",536418
NUANCED,"['N UW', 'AA N S T']","['NUA', 'NCED']",317640
NUANCES,"['N UW', 'AA N', 'S IH Z']","['NUA', 'NCES']",626064
NUB,['N AH B'],['NUB'],184392
NUBER,"['N UW', 'B ER']","['NU', 'BER']",24329
NUBIAN,"['N Y UW', 'B IY', 'AH N']","['NU', 'BIAN']",402318
NUCCI,"['N UW', 'CH IY']","['NU', 'CCI']",45809
NUCCIO,"['N UW', 'CH IY', 'OW']","['NU', 'CCIO']",18200
NUCKLES,"['N AH', 'K AH L Z']","['NUCK', 'LES']",13417
NUCKOLLS,"['N AH', 'K AH L Z']","['NU', 'CKOLLS']",58374
NUCKOLS,"['N AH', 'K AH L Z']","['NU', 'CKOLS']",27742
NUCLEATION,"['N UW', 'K L IY', 'EY', 'SH AH N']","['NU', 'CLEA', 'TION']",356297
NUCLEI,"['N UW', 'K L IY', 'AY']","['NU', 'CLEI']",1685159
NUCLEIC,"['N UW', 'K L EY', 'IH K']","['NU', 'CLEIC']",2442798
NUCLEONICS,"['N UW', 'K L IY', 'AA', 'N IH K S']","['NU', 'CLEO', 'NICS']",35731
NUCLEUS,"['N UW', 'K L IY', 'AH S']","['NU', 'CLEUS']",3730601
NUDD,['N AH D'],['NUDD'],56967
NUDE,['N UW D'],['NUDE'],96733793
NUDGE,['N AH JH'],"['NUD', 'GE']",942601
NUDGED,['N AH JH D'],"['NUD', 'GED']",153475
NUDGES,"['N AH', 'JH IH Z']","['NUD', 'GES']",81218
NUDGING,"['N AH', 'JH IH NG']","['NUD', 'GING']",119502
NUDIST,"['N UW', 'D IH S T']","['NU', 'DIST']",6796558
NUEVO,"['N W EY', 'V OW']","['NUE', 'VO']",1860127
NUGATORY,"['N UW', 'G AA', 'T AO R', 'IY']","['NU', 'GA', 'TOR', 'Y']",21826
NUGGET,"['N AH', 'G IH T']","['NU', 'GGET']",1147435
NUGGETS,"['N AH', 'G AH T S']","['NU', 'GGETS']",1676486
NUISANCE,"['N UW', 'S AH N S']","['NUI', 'SA', 'NCE']",1855512
NUISANCES,"['N UW', 'S AH N', 'S IH Z']","['NUI', 'SA', 'NCES']",190272
NUKE,['N UW K'],['NUKE'],7883128
NUKES,['N UW K S'],"['NU', 'KES']",764161
NULL,['N AH L'],['NULL'],30739157
NULLIFICATION,"['N AH', 'L AH', 'F AH', 'K EY', 'SH AH N']","['NU', 'LLI', 'FI', 'CA', 'TION']",125615
NULLIFIED,"['N AH', 'L AH', 'F AY D']","['NU', 'LLI', 'FIED']",144865
NULLIFIES,"['N AH', 'L AH', 'F AY Z']","['NU', 'LLI', 'FIES']",49232
NULLIFY,"['N AH', 'L AH', 'F AY']","['NU', 'LLI', 'FY']",206637
NULLIFYING,"['N AH', 'L AH', 'F AY', 'IH NG']","['NU', 'LLI', 'FYING']",53167
NULTY,"['N AH L', 'T IY']","['NUL', 'TY']",15639
NUMB,['N AH M'],['NUMB'],1254217
NUMBED,['N AH M D'],"['NUM', 'BED']",83827
NUMBER,"['N AH M', 'B ER']","['NUM', 'BER']",383787805
NUMBERED,"['N AH M', 'B ER D']","['NUM', 'BE', 'RED']",4773804
NUMBERING,"['N AH M', 'B ER', 'IH NG']","['NUM', 'BER', 'ING']",2233841
NUMBERS,"['N AH M', 'B ER Z']","['NUM', 'BERS']",65077140
NUMBING,"['N AH', 'M IH NG']","['NUM', 'BING']",308782
NUMBINGLY,"['N AH', 'M IH', 'NG L IY']","['NUM', 'BI', 'NGLY']",48672
NUMBNESS,"['N AH', 'M N AH S']",['NUMBNESS'],559421
NUMERAL,"['N UW', 'M ER', 'AH L']","['NU', 'MER', 'AL']",504498
NUMERALS,"['N UW', 'M ER', 'AH L Z']","['NU', 'MER', 'ALS']",790772
NUMERATORS,"['N UW', 'M AH R', 'EY', 'T ER Z']","['NU', 'MER', 'A', 'TORS']",123771
NUMERICA,"['N UW', 'M EH R', 'IH', 'K AH']","['NU', 'MER', 'I', 'CA']",20310
NUMERICAL,"['N UW', 'M EH R', 'AH', 'K AH L']","['NU', 'MER', 'I', 'CAL']",8132289
NUMERICALLY,"['N UW', 'M EH R', 'IH', 'K L IY']","['NU', 'MER', 'I', 'CA', 'LLY']",910176
NUMEROLOGY,"['N UW', 'M ER', 'AA', 'L AH', 'JH IY']","['NU', 'MER', 'O', 'LO', 'GY']",614496
NUMEROUS,"['N UW', 'M ER', 'AH S']","['NU', 'MER', 'OUS']",19705123
NUMISMATIST,"['N UW', 'M IH', 'S M AH', 'T IH S T']","['NU', 'MIS', 'MA', 'TIST']",26185
NUMISMATISTS,"['N UW', 'M IH', 'S M AH', 'T IH S T S']","['NU', 'MIS', 'MA', 'TISTS']",20280
NUMMI,"['N UW', 'M IY']","['NU', 'MMI']",17049
NUN,['N AH N'],['NUN'],1550442
NUNAVUT,"['N UH', 'N AH', 'V AH T']","['NU', 'NA', 'VUT']",2494614
NUNCIO,"['N AH N', 'S IY', 'OW']","['NU', 'NCIO']",65712
NUNN,['N AH N'],['NUNN'],682326
NUNNALLY,"['N AH', 'N AH', 'L IY']","['NU', 'NNA', 'LLY']",73804
NUNNELLY,"['N AH', 'N AH', 'L IY']","['NU', 'NNE', 'LLY']",17334
NUNNERY,"['N AH', 'N ER', 'IY']","['NU', 'NNER', 'Y']",158084
NUNS,['N AH N Z'],['NUNS'],870978
NUNSENSE,"['N AH N', 'S EH N S']","['NU', 'NSE', 'NSE']",22575
NUNZIO,"['N AH N', 'Z IY', 'OW']","['NUN', 'ZIO']",74994
NUOVA,"['N W OW', 'V AH']","['NUO', 'VA']",470389
NUOVO,"['N W OW', 'V OW']","['NUO', 'VO']",517259
NUPTIAL,"['N AH', 'P CH AH L']","['NUP', 'TIAL']",163369
NUPTIALS,"['N AH', 'P CH AH L Z']","['NUP', 'TIALS']",115715
NUR,['N UH R'],['NUR'],1813601
NURNBERGER,"['N ER N', 'B ER', 'G ER']","['NU', 'RNBER', 'GER']",13996
NURSE,['N ER S'],"['NU', 'RSE']",16772151
NURSED,['N ER S T'],"['NU', 'RSED']",206293
NURSERIES,"['N ER', 'S ER', 'IY Z']","['NUR', 'SER', 'IES']",1502618
NURSERY,"['N ER', 'S ER', 'IY']","['NUR', 'SER', 'Y']",8938613
NURSERYMAN,"['N ER', 'S ER', 'IY', 'M AE N']","['NUR', 'SER', 'Y', 'MAN']",35783
NURSERYMEN,"['N ER', 'S ER', 'IY', 'M AH N']","['NUR', 'SER', 'Y', 'MEN']",44087
NURSES,"['N ER', 'S AH Z']","['NUR', 'SES']",10783304
NURSING,"['N ER', 'S IH NG']","['NUR', 'SING']",37822746
NURTURER,"['N ER', 'CH ER', 'ER']","['NUR', 'TUR', 'ER']",20034
NURTURERS,"['N ER', 'CH ER', 'ER Z']","['NUR', 'TUR', 'ERS']",13539
NUSBAUM,"['N AH S', 'B AW M']","['NUS', 'BAUM']",68619
NUSS,['N AH S'],['NUSS'],59423
NUSSBAUMER,"['N AH S', 'B AW', 'M ER']","['NUSS', 'BAU', 'MER']",25012
NUSSER,"['N AH', 'S ER']","['NU', 'SSER']",14889
NUT,['N AH T'],['NUT'],6455927
NUTCRACKER,"['N AH', 'T K R AE', 'K ER']","['NUT', 'CRA', 'CKER']",635908
NUTCRACKERS,"['N AH', 'T K R AE', 'K ER Z']","['NUT', 'CRA', 'CKERS']",130761
NUTE,['N Y UW T'],['NUTE'],58700
NUTRASWEET,"['N UW', 'T R AH', 'S W IY T']","['NU', 'TRAS', 'WEET']",62895
NUTRIA,"['N UW', 'T R IY', 'AH']","['NU', 'TRIA']",61205
NUTRIENT,"['N UW', 'T R IY', 'AH N T']","['NU', 'TRIENT']",3910296
NUTRIENTS,"['N UW', 'T R IY', 'AH N T S']","['NU', 'TRIENTS']",4071983
NUTRITION,"['N UW', 'T R IH', 'SH AH N']","['NU', 'TRI', 'TION']",28890368
NUTRITIONAL,"['N UW', 'T R IH', 'SH AH', 'N AH L']","['NU', 'TRI', 'TIO', 'NAL']",6832614
NUTRITIONALLY,"['N UW', 'T R IH', 'SH AH', 'N AH', 'L IY']","['NU', 'TRI', 'TIO', 'NA', 'LLY']",261269
NUTRITIONIST,"['N UW', 'T R IH', 'SH AH', 'N IH S T']","['NU', 'TRI', 'TIO', 'NIST']",437829
NUTRITIONISTS,"['N UW', 'T R IH', 'SH AH', 'N IH S T S']","['NU', 'TRI', 'TIO', 'NISTS']",1094916
NUTRITIOUS,"['N UW', 'T R IH', 'SH AH S']","['NU', 'TRI', 'TI', 'OUS']",891604
NUTRITIVE,"['N UW', 'T R AH', 'T IH V']","['NU', 'TRI', 'TIVE']",220870
NUTS,['N AH T S'],['NUTS'],9053763
NUTT,['N AH T'],['NUTT'],290267
NUTTALL,"['N AH', 'T AH L']","['NU', 'TTALL']",243769
NUTTER,"['N AH', 'T ER']","['NU', 'TTER']",330293
NUTTERS,"['N AH', 'T ER Z']","['NU', 'TTERS']",150540
NUTTING,"['N AH', 'T IH NG']","['NU', 'TTING']",112859
NUTTY,"['N AH', 'T IY']","['NU', 'TTY']",686428
NUYS,['N AY Z'],['NUYS'],705817
NUZUM,"['N UW', 'Z AH M']","['NU', 'ZUM']",21691
NUZZLE,"['N AH', 'Z AH L']","['NUZZ', 'LE']",30602
NUZZLING,"['N AH', 'Z AH', 'L IH NG']","['NUZZ', 'LING']",33851
NUZZO,"['N UW', 'Z OW']","['NU', 'ZZO']",24304
NYACK,"['N AY', 'AE K']",['NYACK'],359729
NYBERG,"['N AY', 'B ER G']","['NY', 'BERG']",162109
NYBORG,"['N AY', 'B AO R G']","['NY', 'BORG']",40383
NYCE,['N AY S'],['NYCE'],156024
NYDIA,"['N IH', 'D IY', 'AH']","['NY', 'DIA']",47044
NYE,['N AY'],['NYE'],1306440
NYERERE,"['N AY', 'ER', 'IH R']","['NYE', 'RERE']",44657
NYERI,"['N AY', 'ER', 'IY']","['NYE', 'RI']",17597
NYET,['N Y EH T'],['NYET'],30988
NYGAARD,"['N AY', 'G AA R D']","['NY', 'GAARD']",96344
NYGARD,"['N AY', 'G ER D']","['NY', 'GARD']",35888
NYGREN,"['N IH', 'G R EH N']","['NY', 'GREN']",56835
NYHAN,"['N AY', 'HH AE N']","['NY', 'HAN']",74060
NYHOLM,"['N AY', 'HH OW L M']","['NY', 'HOLM']",17996
NYLAND,"['N AY', 'L AH N D']","['NY', 'LAND']",31491
NYLANDER,"['N IH', 'L AH N', 'D ER']","['NY', 'LAN', 'DER']",52233
NYLEX,"['N AY', 'L AH K S']","['NY', 'LEX']",24649
NYLON,"['N AY', 'L AA N']","['NY', 'LON']",10410171
NYLONS,"['N AY', 'L AA N Z']","['NY', 'LONS']",3010458
NYLUND,"['N AY', 'L AH N D']","['NY', 'LUND']",25130
NYMAN,"['N AY', 'M AH N']","['NY', 'MAN']",182232
NYMEX,"['N AY', 'M EH K S']","['NY', 'MEX']",274373
NYMPH,['N IH M F'],['NYMPH'],697326
NYMPHO,"['N IH M', 'F OW']","['NYM', 'PHO']",441412
