Word,Pronunciation,Syllables,Frequency
ILLEGALLY,"['IH', 'L IY', 'G AH', 'L IY']","['I', 'LLE', 'GA', 'LLY']",1887757
ILLEGIBLE,"['IH', 'L EH', 'JH AH', 'B AH L']","['I', 'LLEG', 'I', 'BLE']",335268
ILLEGITIMACY,"['IH', 'L IH', 'JH IH', 'T AH', 'M AH', 'S IY']","['I', 'LLE', 'GIT', 'I', 'MA', 'CY']",87333
ILLEGITIMATE,"['IH', 'L IH', 'JH IH', 'T AH', 'M IH T']","['I', 'LLE', 'GIT', 'I', 'MATE']",628435
ILLICIT,"['IH', 'L IH', 'S AH T']","['I', 'LLIC', 'IT']",1820204
ILLICITLY,"['IH', 'L IH', 'S IH', 'T L IY']","['I', 'LLIC', 'IT', 'LY']",46815
ILLINOIS,"['IH', 'L AH', 'N OY']","['I', 'LLI', 'NOIS']",44214414
ILLIQUID,"['IH', 'L IH', 'K W IH D']","['I', 'LLIQ', 'UID']",102237
ILLITERACY,"['IH', 'L IH', 'T ER', 'AH', 'S IY']","['I', 'LLIT', 'ER', 'A', 'CY']",513610
ILLITERATE,"['IH', 'L IH', 'T ER', 'AH T']","['I', 'LLIT', 'ER', 'ATE']",698828
ILLOGIC,"['IH', 'L AA', 'JH IH K']","['I', 'LLO', 'GIC']",55334
ILLOGICAL,"['IH', 'L AA', 'JH IH', 'K AH L']","['I', 'LLOG', 'I', 'CAL']",816055
ILLUMINATE,"['IH', 'L UW', 'M IH', 'N IH T']","['I', 'LLU', 'MI', 'NATE']",881857
ILLUMINATED,"['IH', 'L UW', 'M AH', 'N EY', 'T AH D']","['I', 'LLU', 'MI', 'NAT', 'ED']",2678843
ILLUMINATING,"['IH', 'L UW', 'M AH', 'N EY', 'T IH NG']","['I', 'LLU', 'MI', 'NAT', 'ING']",924257
ILLUMINATION,"['IH', 'L UW', 'M AH', 'N EY', 'SH AH N']","['I', 'LLU', 'MI', 'NA', 'TION']",2314953
ILLUMINATOR,"['IH', 'L UW', 'M AH', 'N EY', 'T ER']","['I', 'LLU', 'MI', 'NA', 'TOR']",329434
ILLUMINED,"['IH', 'L UW', 'M AH N D']","['I', 'LLU', 'MINED']",81408
ILLUSION,"['IH', 'L UW', 'ZH AH N']","['I', 'LLU', 'SION']",3293217
ILLUSIONARY,"['IH', 'L UW', 'ZH AH', 'N EH', 'R IY']","['I', 'LLU', 'SION', 'AR', 'Y']",56398
ILLUSIONIST,"['IH', 'L UW', 'ZH AH', 'N AH S T']","['I', 'LLU', 'SIO', 'NIST']",123600
ILLUSIVE,"['IH', 'L UW', 'S IH V']","['I', 'LLU', 'SIVE']",110644
ILLUSORY,"['IH', 'L UW', 'S ER', 'IY']","['I', 'LLU', 'SO', 'RY']",310413
ILLUSTRATE,"['IH', 'L AH', 'S T R EY T']","['I', 'LLUS', 'TRATE']",4841953
ILLUSTRATED,"['IH', 'L AH', 'S T R EY', 'T AH D']","['I', 'LLUS', 'TRAT', 'ED']",12858193
ILLUSTRATING,"['IH', 'L AH', 'S T R EY', 'T IH NG']","['I', 'LLUS', 'TRAT', 'ING']",1235806
ILLUSTRATION,"['IH', 'L AH', 'S T R EY', 'SH AH N']","['I', 'LLUS', 'TRA', 'TION']",8483700
ILLUSTRATIVE,"['IH', 'L AH', 'S T R AH', 'T IH V']","['I', 'LLUS', 'TRA', 'TIVE']",1345429
ILLUSTRATOR,"['IH', 'L AH', 'S T R EY', 'T ER']","['I', 'LLUS', 'TRA', 'TOR']",3968150
ILLUSTRIOUS,"['IH', 'L AH', 'S T R IY', 'AH S']","['I', 'LLUS', 'TRI', 'OUS']",658575
ILLYRIAN,"['IH', 'L IH', 'R IY', 'AH N']","['I', 'LLYR', 'I', 'AN']",30643
ILO,"['AY', 'L OW']",['ILO'],1778064
ILONA,"['IH', 'L OW', 'N AH']","['I', 'LO', 'NA']",276237
ILSE,['IH L S'],"['IL', 'SE']",178586
ILYA,"['IH', 'L Y AH']","['IL', 'YA']",435618
IMAGE,"['IH', 'M AH JH']","['I', 'MAGE']",197874283
IMAGERY,"['IH', 'M AH', 'JH R IY']","['IM', 'AGE', 'RY']",4898768
IMAGINABLE,"['IH', 'M AE', 'JH AH', 'N AH', 'B AH L']","['IM', 'AG', 'I', 'NA', 'BLE']",869241
IMAGINARY,"['IH', 'M AE', 'JH AH', 'N EH', 'R IY']","['IM', 'AG', 'I', 'NAR', 'Y']",2348396
IMAGINATION,"['IH', 'M AE', 'JH AH', 'N EY', 'SH AH N']","['IM', 'AG', 'I', 'NA', 'TION']",7019006
IMAGINATIVE,"['IH', 'M AE', 'JH AH', 'N AH', 'T IH V']","['IM', 'AG', 'I', 'NA', 'TIVE']",1682880
IMAGINATIVELY,"['IH', 'M AE', 'JH AH', 'N AH', 'T IH', 'V L IY']","['I', 'MAG', 'I', 'NA', 'TIVE', 'LY']",143294
IMAGINE,"['IH', 'M AE', 'JH AH N']","['IM', 'AG', 'INE']",17364670
IMAGINED,"['IH', 'M AE', 'JH AH N D']","['IM', 'AG', 'INED']",2631487
IMAGINES,"['IH', 'M AE', 'JH AH N Z']","['I', 'MA', 'GI', 'NES']",292654
IMAGING,"['IH', 'M IH', 'JH IH NG']","['IM', 'AG', 'ING']",16960525
IMAGINING,"['IH', 'M AE', 'JH AH', 'N IH NG']","['IM', 'AG', 'IN', 'ING']",903598
IMAM,"['AY', 'M AE M']","['I', 'MAM']",1124147
IMAN,"['AY', 'M AH N']","['I', 'MAN']",306174
IMBALANCE,"['IH M', 'B AE', 'L AH N S']","['IM', 'BA', 'LANCE']",1407312
IMBECILE,"['IH M', 'B AH', 'S AH L']","['IM', 'BE', 'CILE']",102040
IMBED,"['IH M', 'B EH D']","['IM', 'BED']",26877
IMBEDDED,"['IH M', 'B EH', 'D IH D']","['IM', 'BE', 'DDED']",284684
IMBIBE,"['IH M', 'B AY B']","['IM', 'BIBE']",65189
IMBIBED,"['IH M', 'B AY B D']","['IM', 'BIBED']",71087
IMBROGLIO,"['IH M', 'B R OW', 'L Y OW']","['IM', 'BRO', 'GLI', 'O']",102311
IMBUE,"['IH M', 'B Y UW']","['IM', 'BUE']",105068
IMBUED,"['IH M', 'B Y UW D']","['IM', 'BUED']",316860
IMITATE,"['IH', 'M AH', 'T EY T']","['IM', 'I', 'TATE']",708662
IMITATED,"['IH', 'M AH', 'T EY', 'T IH D']","['IM', 'I', 'TAT', 'ED']",296474
IMITATING,"['IH', 'M AH', 'T EY', 'T IH NG']","['IM', 'I', 'TAT', 'ING']",354481
IMITATION,"['IH', 'M AH', 'T EY', 'SH AH N']","['IM', 'I', 'TA', 'TION']",1978554
IMITATIVE,"['IH', 'M AH', 'T EY', 'T IH V']","['IM', 'I', 'TA', 'TIVE']",100465
IMITATOR,"['IH', 'M AH', 'T EY', 'T ER']","['IM', 'I', 'TA', 'TOR']",61057
IMMACULATE,"['IH', 'M AE', 'K Y UW', 'L IH T']","['I', 'MMAC', 'U', 'LATE']",1219765
IMMACULATELY,"['IH', 'M AE', 'K Y AH', 'L AH', 'T L IY']","['I', 'MMAC', 'U', 'LATE', 'LY']",171371
IMMANENCE,"['IH', 'M AH', 'N AH N S']","['I', 'MMA', 'NENCE']",51484
IMMANENT,"['IH', 'M AH', 'N AH N T']","['I', 'MMA', 'NENT']",129085
IMMANUEL,"['IH', 'M AH', 'N UH L']","['I', 'MMAN', 'U', 'EL']",469052
IMMATERIAL,"['IH', 'M AH', 'T IH', 'R IY', 'AH L']","['I', 'MMA', 'TE', 'RI', 'AL']",455764
IMMATURE,"['IH', 'M AH', 'T Y UH R']","['I', 'MMA', 'TURE']",1277806
IMMATURITY,"['IH', 'M AH', 'CH UH', 'R IH', 'T IY']","['I', 'MMA', 'TU', 'RI', 'TY']",170181
IMMEASURABLE,"['IH', 'M EH', 'ZH ER', 'AE', 'B AH L']","['I', 'MMEAS', 'UR', 'A', 'BLE']",232303
IMMEASURABLY,"['IH', 'M EH', 'ZH ER', 'AE', 'B L IY']","['I', 'MMEAS', 'UR', 'A', 'BLY']",154042
IMMEDIACY,"['IH', 'M IY', 'D IY', 'AH', 'S IY']","['I', 'MME', 'DI', 'A', 'CY']",371899
IMMEDIATE,"['IH', 'M IY', 'D IY', 'AH T']","['I', 'MME', 'DI', 'ATE']",24530419
IMMEDIATELY,"['IH', 'M IY', 'D IY', 'AH', 'T L IY']","['I', 'MME', 'DI', 'ATE', 'LY']",37857880
IMMEMORIAL,"['IH', 'M AH', 'M AO', 'R IY', 'AH L']","['I', 'MME', 'MO', 'RI', 'AL']",180530
IMMENSE,"['IH', 'M EH N S']","['I', 'MMENSE']",2354605
IMMENSELY,"['IH', 'M EH N', 'S L IY']","['I', 'MMENSE', 'LY']",1080442
IMMERSE,"['IH', 'M ER S']","['I', 'MMERSE']",475638
IMMERSED,"['IH', 'M ER S T']","['I', 'MMERSED']",928061
IMMERSION,"['IH', 'M ER', 'ZH AH N']","['I', 'MMER', 'SION']",1880347
IMMIGRANT,"['IH', 'M AH', 'G R AH N T']","['I', 'MMI', 'GRANT']",3633715
IMMIGRATE,"['IH', 'M AH', 'G R EY T']","['I', 'MMI', 'GRATE']",150848
IMMIGRATED,"['IH', 'M AH', 'G R EY', 'T IH D']","['I', 'MMI', 'GRAT', 'ED']",315979
IMMIGRATION,"['IH', 'M AH', 'G R EY', 'SH AH N']","['I', 'MMI', 'GRA', 'TION']",15879176
IMMINENCE,"['IH', 'M AH', 'N AH N S']","['I', 'MMI', 'NENCE']",45593
IMMINENT,"['IH', 'M AH', 'N AH N T']","['I', 'MMI', 'NENT']",2023614
IMMINENTLY,"['IH', 'M AH', 'N AH N', 'T L IY']","['I', 'MMI', 'NENT', 'LY']",67904
IMMISCIBLE,"['IH', 'M IH', 'S AH', 'B AH L']","['I', 'MMIS', 'CI', 'BLE']",51071
IMMOBILE,"['IH', 'M OW', 'B AH L']","['I', 'MMO', 'BILE']",239728
IMMOBILITY,"['IH', 'M OW', 'B IH', 'L IH', 'T IY']","['I', 'MMO', 'BIL', 'I', 'TY']",121479
IMMOBILIZE,"['IH', 'M OW', 'B AH', 'L AY Z']","['I', 'MMO', 'BI', 'LIZE']",77577
IMMOBILIZED,"['IH', 'M OW', 'B AH', 'L AY Z D']","['I', 'MMO', 'BI', 'LIZED']",387814
IMMOBILIZING,"['IH', 'M OW', 'B AH', 'L AY', 'Z IH NG']","['I', 'MMO', 'BI', 'LIZ', 'ING']",42979
IMMOLATE,"['IH', 'M AH', 'L EY T']","['I', 'MMO', 'LATE']",14006
IMMOLATED,"['IH', 'M AH', 'L EY', 'T AH D']","['I', 'MMO', 'LAT', 'ED']",15256
IMMOLATION,"['IH', 'M AH', 'L EY', 'SH AH N']","['I', 'MMO', 'LA', 'TION']",134741
IMMORAL,"['IH', 'M AO', 'R AH L']","['I', 'MMOR', 'AL']",1062885
IMMORALITY,"['IH', 'M ER', 'AE', 'L IH', 'T IY']","['I', 'MMO', 'RAL', 'I', 'TY']",310626
IMMORTAL,"['IH', 'M AO R', 'T AH L']","['I', 'MMOR', 'TAL']",2278011
IMMORTALITY,"['IH', 'M AO R', 'T AE', 'L IH', 'T IY']","['I', 'MMOR', 'TAL', 'I', 'TY']",940401
IMMORTALIZE,"['IH', 'M AO R', 'T AH', 'L AY Z']","['I', 'MMOR', 'TA', 'LIZE']",37984
IMMORTALIZED,"['IH', 'M AO R', 'T AH', 'L AY Z D']","['I', 'MMOR', 'TAL', 'IZED']",200605
IMMORTALS,"['IH', 'M AO R', 'T AH L Z']","['I', 'MMOR', 'TALS']",225385
IMMOVABLE,"['IH', 'M UW', 'V AH', 'B AH L']","['I', 'MMOV', 'A', 'BLE']",342184
IMMUNE,"['IH', 'M Y UW N']","['I', 'MMUNE']",8368663
IMMUNITY,"['IH', 'M Y UW', 'N AH', 'T IY']","['I', 'MMU', 'NI', 'TY']",3620582
IMMUNIZATION,"['IH', 'M Y UW', 'N AH', 'Z EY', 'SH AH N']","['I', 'MMU', 'NI', 'ZA', 'TION']",2406054
IMMUNIZE,"['IH', 'M Y UW', 'N AY Z']","['I', 'MMU', 'NIZE']",108299
IMMUNIZED,"['IH', 'M Y AH', 'N AY Z D']","['I', 'MMU', 'NIZED']",369004
IMMUNIZING,"['IH', 'M Y AH', 'N AY', 'Z IH NG']","['I', 'MMU', 'NIZ', 'ING']",69063
IMMUNOLOGIST,"['IH', 'M Y UW', 'N AA', 'L AH', 'JH IH S T']","['I', 'MMU', 'NOL', 'O', 'GIST']",42625
IMMUNOLOGY,"['IH', 'M Y UW', 'N AA', 'L AH', 'JH IY']","['I', 'MMU', 'NOL', 'O', 'GY']",5143456
IMMUNOTHERAPY,"['IH', 'M Y UW', 'N OW', 'TH EH', 'R AH', 'P IY']","['I', 'MMU', 'NO', 'THER', 'A', 'PY']",385747
IMMUTABLE,"['IH', 'M Y UW', 'T AH', 'B AH L']","['I', 'MMU', 'TA', 'BLE']",498595
IMO,"['AY', 'M OW']","['I', 'MO']",2398408
IMOGEN,"['IH', 'M AH', 'G AH N']","['IM', 'O', 'GEN']",383833
IMOGENE,"['IH', 'M AH', 'JH IY N']","['IM', 'O', 'GENE']",112155
IMP,['IH M P'],['IMP'],3243955
IMPACT,"['IH M', 'P AE K T']","['IM', 'PACT']",61017528
IMPACTED,"['IH M', 'P AE K', 'T IH D']","['IM', 'PACT', 'ED']",2352224
IMPAIR,"['IH M', 'P EH R']","['IM', 'PAIR']",1051194
IMPAIRMENT,"['IH M', 'P EH R', 'M AH N T']","['IM', 'PAIR', 'MENT']",4359947
IMPALA,"['IH M', 'P AA', 'L AH']","['IM', 'PA', 'LA']",1036625
IMPALE,"['IH M', 'P EY L']","['IM', 'PALE']",54820
IMPALED,"['IH M', 'P EY L D']","['IM', 'PALED']",287083
IMPALING,"['IH M', 'P EY', 'L IH NG']","['IM', 'PAL', 'ING']",45937
IMPANELED,"['IH M', 'P AE', 'N AH L D']","['IM', 'PAN', 'ELED']",19788
IMPART,"['IH M', 'P AA R T']","['IM', 'PART']",693647
IMPARTIAL,"['IH M', 'P AA R', 'SH AH L']","['IM', 'PAR', 'TIAL']",1676218
IMPARTIALITY,"['IH M', 'P AA R', 'SH IY', 'AE', 'L IH', 'T IY']","['IM', 'PAR', 'TI', 'AL', 'I', 'TY']",455061
IMPARTIALLY,"['IH M', 'P AA R', 'SH AH', 'L IY']","['IM', 'PAR', 'TIA', 'LLY']",173694
IMPASSABLE,"['IH M', 'P AE', 'S AH', 'B AH L']","['IM', 'PASS', 'A', 'BLE']",153633
IMPASSE,"['IH M', 'P AE S']","['IM', 'PASSE']",463752
IMPASSION,"['IH M', 'P AE', 'SH AH N']","['IM', 'PA', 'SSION']",18433
IMPASSIONED,"['IH M', 'P AE', 'SH AH N D']","['IM', 'PA', 'SSIONED']",315434
IMPASSIVE,"['IH M', 'P AE', 'S IH V']","['IM', 'PA', 'SSIVE']",62740
IMPASSIVELY,"['IH M', 'P AE', 'S IH', 'V L IY']","['IM', 'PA', 'SSIVE', 'LY']",22305
IMPATIENCE,"['IH M', 'P EY', 'SH AH N S']","['IM', 'PA', 'TIENCE']",408692
IMPATIENS,"['IH M', 'P EY', 'SH AH N Z']","['IM', 'PA', 'TI', 'ENS']",141463
IMPATIENT,"['IH M', 'P EY', 'SH AH N T']","['IM', 'PA', 'TIENT']",897557
IMPATIENTLY,"['IH M', 'P EY', 'SH AH N', 'T L IY']","['IM', 'PA', 'TIENT', 'LY']",267450
IMPEACH,"['IH M', 'P IY CH']","['IM', 'PEACH']",649609
IMPEACHABLE,"['IH M', 'P IY', 'CH AH', 'B AH L']","['IM', 'PEACH', 'A', 'BLE']",95223
IMPEACHMENT,"['IH M', 'P IY C H', 'M AH N T']","['IM', 'PEACH', 'MENT']",1309121
IMPECCABLE,"['IH M', 'P EH', 'K AH', 'B AH L']","['IM', 'PE', 'CCA', 'BLE']",709026
IMPECCABLY,"['IH M', 'P EH', 'K AH', 'B L IY']","['IM', 'PE', 'CCA', 'BLY']",166958
IMPEDANCE,"['IH M', 'P IY', 'D AH N S']","['IM', 'PE', 'DANCE']",2372086
IMPEDE,"['IH M', 'P IY D']","['IM', 'PEDE']",825677
IMPEDED,"['IH M', 'P IY', 'D IH D']","['IM', 'PED', 'ED']",315914
IMPEDIMENT,"['IH M', 'P EH', 'D AH', 'M AH N T']","['IM', 'PED', 'I', 'MENT']",521719
IMPEDING,"['IH M', 'P IY', 'D IH NG']","['IM', 'PED', 'ING']",256703
IMPEL,"['IH M', 'P EH L']","['IM', 'PEL']",86447
IMPELLED,"['IH M', 'P EH L D']","['IM', 'PELLED']",153246
IMPENDING,"['IH M', 'P EH N', 'D IH NG']","['IM', 'PEND', 'ING']",1301330
IMPENETRABLE,"['IH M', 'P EH', 'N AH', 'T R AH', 'B AH L']","['IM', 'PEN', 'E', 'TRA', 'BLE']",319936
IMPERATIVE,"['IH M', 'P EH', 'R AH', 'T IH V']","['IM', 'PER', 'A', 'TIVE']",2618155
IMPERCEPTIBLE,"['IH M', 'P ER', 'S EH P', 'T IH', 'B AH L']","['IM', 'PER', 'CEP', 'TI', 'BLE']",123586
IMPERCEPTIBLY,"['IH M', 'P ER', 'S EH P', 'T IH', 'B L IY']","['IM', 'PER', 'CEP', 'TI', 'BLY']",73605
IMPERFECT,"['IH M', 'P ER', 'F IH K T']","['IM', 'PER', 'FECT']",1460287
IMPERFECTION,"['IH M', 'P ER', 'F EH K', 'SH AH N']","['IM', 'PER', 'FEC', 'TION']",269517
IMPERFECTLY,"['IH M', 'P ER', 'F IH K', 'T L IY']","['IM', 'PER', 'FECT', 'LY']",173649
IMPERIA,"['IH M', 'P IY', 'R IY', 'AH']","['IM', 'PE', 'RI', 'A']",154051
IMPERIAL,"['IH M', 'P IH', 'R IY', 'AH L']","['IM', 'PE', 'RI', 'AL']",9776810
IMPERIALISM,"['IH M', 'P IH', 'R IY', 'AH', 'L IH', 'Z AH M']","['IM', 'PE', 'RI', 'A', 'LISM']",1445473
IMPERIALIST,"['IH M', 'P IH', 'R IY', 'AH', 'L IH S T']","['IM', 'PE', 'RI', 'A', 'LIST']",620927
IMPERIALISTIC,"['IH M', 'P IY', 'R IY', 'AH', 'L IH', 'S T IH K']","['IM', 'PE', 'RI', 'AL', 'IS', 'TIC']",85594
IMPERIL,"['IH M', 'P EH', 'R AH L']","['IM', 'PER', 'IL']",70451
IMPERILED,"['IH M', 'P EH', 'R AH L D']","['IM', 'PER', 'ILED']",128955
IMPERIOUS,"['IH M', 'P IH', 'R IY', 'AH S']","['IM', 'PE', 'RI', 'OUS']",121724
IMPERMISSIBLE,"['IH M', 'P ER', 'M IH', 'S IH', 'B AH L']","['IM', 'PER', 'MI', 'SSI', 'BLE']",199235
IMPERSONAL,"['IH M', 'P ER', 'S AH', 'N AH L']","['IM', 'PER', 'SO', 'NAL']",454766
IMPERSONALITY,"['IH M', 'P ER', 'S AH', 'N AE', 'L AH', 'T IY']","['IM', 'PER', 'SON', 'AL', 'I', 'TY']",17816
IMPERSONATE,"['IH M', 'P ER', 'S AH', 'N EY T']","['IM', 'PER', 'SO', 'NATE']",253426
IMPERSONATED,"['IH M', 'P ER', 'S AH', 'N EY', 'T IH D']","['IM', 'PER', 'SON', 'AT', 'ED']",39178
IMPERSONATING,"['IH M', 'P ER', 'S AH', 'N EY', 'T IH NG']","['IM', 'PER', 'SON', 'AT', 'ING']",148631
IMPERSONATION,"['IH M', 'P ER', 'S AH', 'N EY', 'SH AH N']","['IM', 'PER', 'SON', 'A', 'TION']",305935
IMPERSONATOR,"['IH M', 'P ER', 'S AH', 'N EY', 'T ER']","['IM', 'PER', 'SON', 'A', 'TOR']",211296
IMPERTINENT,"['IH M', 'P ER', 'T AH', 'N AH N T']","['IM', 'PER', 'TI', 'NENT']",84958
IMPERVIOUS,"['IH M', 'P ER', 'V IY', 'AH S']","['IM', 'PER', 'VI', 'OUS']",618433
IMPETUOUS,"['IH M', 'P EH', 'CH W AH S']","['IM', 'PET', 'U', 'OUS']",135523
IMPETUS,"['IH M', 'P AH', 'T AH S']","['IM', 'PE', 'TUS']",990419
IMPINGE,"['IH M', 'P IH N JH']","['IM', 'PINGE']",169680
IMPINGED,"['IH M', 'P IH N JH D']","['IM', 'PINGED']",39461
IMPINGING,"['IH M', 'P IH N', 'JH IH NG']","['IM', 'PING', 'ING']",94647
IMPIOUS,"['IH M', 'P AY', 'AH S']","['IM', 'PI', 'OUS']",114151
IMPISH,"['IH M', 'P IH SH']","['IM', 'PISH']",67159
IMPLACABLE,"['IH M', 'P L AE', 'K AH', 'B AH L']","['IM', 'PLAC', 'A', 'BLE']",121302
IMPLANT,"['IH M', 'P L AE N T']","['IM', 'PLANT']",2399127
IMPLANTATION,"['IH M', 'P L AE N', 'T EY', 'SH AH N']","['IM', 'PLAN', 'TA', 'TION']",916131
IMPLAUSIBLE,"['IH M', 'P L AO', 'Z AH', 'B AH L']","['IM', 'PLAU', 'SI', 'BLE']",266421
IMPLAUSIBLY,"['IH M', 'P L AO', 'Z AH', 'B L IY']","['IM', 'PLAU', 'SI', 'BLY']",30631
IMPLEMENT,"['IH M', 'P L AH', 'M AH N T']","['IM', 'PLE', 'MENT']",20723680
IMPLEMENTATION,"['IH M', 'P L AH', 'M EH N', 'T EY', 'SH AH N']","['IM', 'PLE', 'MEN', 'TA', 'TION']",46914652
IMPLICATE,"['IH M', 'P L IH', 'K EY T']","['IM', 'PLI', 'CATE']",261371
IMPLICATED,"['IH M', 'P L IH', 'K EY', 'T IH D']","['IM', 'PLI', 'CAT', 'ED']",1142711
IMPLICATING,"['IH M', 'P L IH', 'K EY', 'T IH NG']","['IM', 'PLI', 'CAT', 'ING']",120879
IMPLICATION,"['IH M', 'P L AH', 'K EY', 'SH AH N']","['IM', 'PLI', 'CA', 'TION']",1940990
IMPLICIT,"['IH M', 'P L IH', 'S AH T']","['IM', 'PLIC', 'IT']",3654411
IMPLICITLY,"['IH M', 'P L IH', 'S AH', 'T L IY']","['IM', 'PLIC', 'IT', 'LY']",1425958
IMPLIED,"['IH M', 'P L AY D']","['IM', 'PLIED']",9050427
IMPLODE,"['IH M', 'P L OW D']","['IM', 'PLODE']",243071
IMPLODED,"['IH M', 'P L OW', 'D IH D']","['IM', 'PLOD', 'ED']",72232
IMPLODING,"['IH M', 'P L OW', 'D IH NG']","['IM', 'PLOD', 'ING']",71703
IMPLORE,"['IH M', 'P L AO R']","['IM', 'PLORE']",178285
IMPLORED,"['IH M', 'P L AO R D']","['IM', 'PLORED']",122265
IMPLORING,"['IH M', 'P L AO', 'R IH NG']","['IM', 'PLOR', 'ING']",96498
IMPLOSION,"['IH M', 'P L OW', 'ZH AH N']","['IM', 'PLO', 'SION']",284902
IMPLY,"['IH M', 'P L AY']","['IM', 'PLY']",4491299
IMPLYING,"['IH M', 'P L AY', 'IH NG']","['IM', 'PLY', 'ING']",1137239
IMPOLITE,"['IH M', 'P AH', 'L AY T']","['IM', 'PO', 'LITE']",177692
IMPOLITIC,"['IH M', 'P AO', 'L IH', 'T IH K']","['IM', 'POL', 'I', 'TIC']",34239
IMPONDERABLE,"['IH M', 'P AA N', 'D ER', 'AH', 'B AH L']","['IM', 'PON', 'DER', 'A', 'BLE']",17849
IMPORT,"['IH M', 'P AO R T']","['IM', 'PORT']",28629840
IMPORTANCE,"['IH M', 'P AO R', 'T AH N S']","['IM', 'POR', 'TANCE']",26451992
IMPORTANT,"['IH M', 'P AO R', 'T AH N T']","['IM', 'POR', 'TANT']",136103455
IMPORTANTLY,"['IH M', 'P AO R', 'T AH N', 'T L IY']","['IM', 'POR', 'TANT', 'LY']",5797467
IMPORTATION,"['IH M', 'P AO R', 'T EY', 'SH AH N']","['IM', 'POR', 'TA', 'TION']",1221062
IMPORTER,"['IH M', 'P AO R', 'T ER']","['IM', 'POR', 'TER']",2003477
IMPOSE,"['IH M', 'P OW Z']","['IM', 'POSE']",5214173
IMPOSED,"['IH M', 'P OW Z D']","['IM', 'POSED']",9098534
IMPOSING,"['IH M', 'P OW', 'Z IH NG']","['IM', 'POS', 'ING']",2401482
IMPOSITION,"['IH M', 'P AH', 'Z IH', 'SH AH N']","['IM', 'PO', 'SI', 'TION']",1588551
IMPOSSIBILITY,"['IH M', 'P AO', 'S IH', 'B IH', 'L IH', 'T IY']","['IM', 'PO', 'SSI', 'BIL', 'I', 'TY']",586554
IMPOSSIBLE,"['IH M', 'P AA', 'S AH', 'B AH L']","['IM', 'PO', 'SSI', 'BLE']",15545255
IMPOSSIBLY,"['IH M', 'P AA', 'S AH', 'B L IY']","['IM', 'PO', 'SSI', 'BLY']",291662
IMPOSTER,"['IH M', 'P AO', 'S T ER']","['IM', 'POS', 'TER']",186216
IMPOSTOR,"['IH M', 'P AO', 'S T ER']","['IM', 'POS', 'TOR']",150991
IMPOTENCE,"['IH M', 'P AH', 'T AH N S']","['IM', 'PO', 'TENCE']",1718043
IMPOTENT,"['IH M', 'P AH', 'T AH N T']","['IM', 'PO', 'TENT']",321310
IMPOUND,"['IH M', 'P AW N D']","['IM', 'POUND']",171737
IMPOUNDMENT,"['IH M', 'P AW N D', 'M AH N T']","['IM', 'POUND', 'MENT']",327772
IMPOVERISH,"['IH M', 'P AA', 'V R IH SH']","['IM', 'POV', 'ER', 'ISH']",40200
IMPOVERISHED,"['IH M', 'P AA', 'V R IH SH T']","['IM', 'POV', 'ER', 'ISHED']",787379
IMPOVERISHMENT,"['IH M', 'P AA', 'V R IH', 'SH M AH N T']","['IM', 'POV', 'ER', 'ISH', 'MENT']",132269
IMPRACTICABLE,"['IH M', 'P R AE K', 'T IH', 'K AH', 'B AH L']","['IM', 'PRAC', 'TI', 'CA', 'BLE']",237735
IMPRACTICAL,"['IH M', 'P R AE K', 'T AH', 'K AH L']","['IM', 'PRAC', 'TI', 'CAL']",809745
IMPRECISE,"['IH M', 'P R AH', 'S AY S']","['IM', 'PRE', 'CISE']",292699
IMPREGNABLE,"['IH M', 'P R EH G', 'N AH', 'B AH L']","['IM', 'PREG', 'NA', 'BLE']",90128
IMPREGNATE,"['IH M', 'P R EH G', 'N EY T']","['IM', 'PREG', 'NATE']",68043
IMPREGNATION,"['IH M', 'P R EH G', 'N EY', 'SH AH N']","['IM', 'PREG', 'NA', 'TION']",134836
IMPRESARIO,"['IH M', 'P R IH', 'S AA', 'R IY', 'OW']","['IM', 'PRE', 'SA', 'RI', 'O']",90971
IMPRESS,"['IH M', 'P R EH S']","['IM', 'PRESS']",2274015
IMPRESSING,"['IH M', 'P R EH', 'S IH NG']","['IM', 'PRE', 'SSING']",255173
IMPRESSION,"['IH M', 'P R EH', 'SH AH N']","['IM', 'PRE', 'SSION']",7926329
IMPRESSIONABLE,"['IH M', 'P R EH', 'SH AH', 'N AH', 'B AH L']","['IM', 'PRE', 'SSION', 'A', 'BLE']",165577
IMPRESSIONISM,"['IH M', 'P R EH', 'SH AH', 'N IH', 'Z AH M']","['IM', 'PRE', 'SSIO', 'NISM']",544835
IMPRESSIONIST,"['IH M', 'P R EH', 'SH AH', 'N AH S T']","['IM', 'PRE', 'SSIO', 'NIST']",560436
IMPRESSIONISTIC,"['IH M', 'P R EH', 'SH AH', 'N IH', 'S T IH K']","['IM', 'PRE', 'SSION', 'IS', 'TIC']",130959
IMPRESSIVE,"['IH M', 'P R EH', 'S IH V']","['IM', 'PRE', 'SSIVE']",8963757
IMPRESSIVELY,"['IH M', 'P R EH', 'S IH', 'V L IY']","['IM', 'PRE', 'SSIVE', 'LY']",317419
IMPRESSMENT,"['IH M', 'P R EH', 'S M AH N T']","['IM', 'PRESS', 'MENT']",13086
IMPRIMATUR,"['IH M', 'P R IH', 'M AA', 'T ER']","['IM', 'PRI', 'MA', 'TUR']",108930
